Gene Symbol,GSM155938,GSM155940,GSM155941,GSM155942,GSM155963,GSM155985,GSM155990
MIR4640,6.442230263405981,8.45320065851707,6.94397991434374,6.5619401135883795,5.40341430252677,4.512960059626599,7.59232247912415
RFC2,6.572783584002661,7.531755732839639,6.810417396291809,7.06247793690539,7.065033699119049,6.5948784327802095,6.23321125477604
HSPA6,5.33751843452671,6.52836033742349,5.11201197824356,4.55574868050142,4.415664033871599,7.540817731905039,4.5652376757988895
PAX8,6.284786167543711,6.5786474283100995,6.513343878832179,6.4789329876038,6.90099960224931,6.2039215407294,6.76807843501646
GUCA1A,2.30017645154606,2.3010959344875,2.31493719641173,2.30138864045888,2.32060309257067,2.30425986250926,2.30768206749485
MIR5193,7.833244316806071,6.77022118931484,8.37504377680737,7.29894235484172,6.06621192197946,7.68552672962386,6.53001610311214
THRA,3.7153772457639103,3.3988291824446297,3.68035811686338,3.63501138032838,3.8303668893522205,3.6905176672040403,4.2143657526141
PTPN21,3.2191081002905695,3.2659664071726797,3.2308654801310897,3.18096256914091,3.25312550784926,3.2579127750236805,3.26454093472261
CCL5,6.66621690028703,6.65247215394191,9.01499681929465,6.005348333664191,4.12038512064238,9.22245441080719,6.7014797482528605
CYP2E1,12.7503489893271,14.4127219938901,13.9630766922986,14.766176887818197,14.203944413893499,14.3325610948064,13.513271130822801
EPHB3,2.56888335993031,2.5771363316226297,2.51826067350522,2.59531746348913,2.6182762497646803,2.4229057426121803,2.60427537465493
ESRRA,8.26310484820782,7.7029137596766795,7.31828972275227,6.84536459374695,7.94511604692257,7.40017926052549,7.284902737971411
CYP2A6,12.8359615650216,12.663709303542301,4.29122043862865,5.21311783220149,4.586908825552491,6.3783104642486395,7.22763519526296
SCARB1,10.352926213059302,10.3601776939479,9.23515023025763,8.9458446918815,10.462164820403599,9.24086048448177,9.4969076902438
TTLL12,6.5213318967978795,7.77710405034626,6.01953513210204,7.501064887640361,8.05585722953229,7.234874898322929,7.88181754276214
CYTOR,3.8333860135031004,3.6889188652126803,3.71173717097121,4.20098293343092,3.72334012025117,3.69019357782485,3.7095222424821697
WFDC2,3.01419280208326,2.8369804514217,2.85115335395531,2.77473646557288,3.04230813628663,2.80558756903556,2.79384179347285
MAPK1,3.74159641865467,5.04488804855304,4.446944323954731,5.34943605171382,4.54952132078964,4.97103765983029,3.83156313715335
ADAM32,3.3383816253687595,3.32234641579562,3.3603783241385696,3.3104739127385803,3.3783867692420095,3.3472546138983796,3.3609681996526897
SPATA17,2.23180102277716,2.2426756676892503,2.2978047617815496,2.38049119577954,4.38918130738824,2.28491087904623,2.25029462756955
PRR22,4.10570321757514,4.10577025458182,4.09856272864381,4.08483814474326,4.1101961777542,3.66963910041792,4.08881155481198
PXK,5.334314408793509,5.191550807161769,6.65437825353263,5.66652369711651,5.4884957283357405,4.60770906395737,6.671901916476691
VPS18,2.6512813556902404,2.76389380870233,2.7102895877371203,2.6116492642266698,2.7676653906730597,2.5424586509242597,2.63606077184895
MSANTD3,6.2167536172065905,6.418599822942821,6.644274510682981,6.79803755016001,6.80536985132729,6.67549134472054,6.45959227345783
SLC46A1,4.37145431570508,5.14187007837172,4.78794433819039,4.72936786742039,4.79752146416579,4.81233392330441,6.08389412562431
TIMD4,3.43065995030514,2.3642250231205097,7.3302267284809,2.3362719605317204,2.37966254567165,3.6294615395401,2.45382044095126
SLC39A5,8.32597548360981,5.12131800352854,5.726705901975531,7.26946334664824,8.87495983766321,6.594279810627951,8.478207394702551
